Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
World,WLD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.94081304,15.05896602,15.13514248,15.61859955,15.21855581,14.33677855,14.07432435,14.22156555,14.3454382,14.78158824,14.92142614,14.38523758,13.17318309,13.50751639,13.87174427,13.93369396,14.22132345,14.505529,14.49232759,14.93834481
World,WLD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,16.8526,17.26166,18.33643,19.00447,20.05513,21.55957,22.68929,23.50897,24.22612,25.00141,25.85635,26.89171,27.94477,29.32467,31.11054,32.35886,33.00879,35.29082,36.09032,36.77256
World,WLD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,58.83738,58.99522,59.11352,59.76972,60.20802,61.06963,62.06456,63.01854,63.95928,65.09329,66.75243,68.40611,69.31846,71.14151,72.62096,73.77319,75.26696,76.19717,76.24251,76.42667
World,WLD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.5916951,22.01033447,21.89296817,22.04509822,21.95194038,21.94831015,22.27741076,22.45462278,22.59177922,22.89500833,23.10239089,23.03238314,22.87207625,22.95060378,23.12663356,23.23539085,22.96153436,22.87873093,22.6734609,22.49551071
World,WLD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,40.27373038,40.1720706,39.72832893,39.00555648,38.46771689,37.82945738,37.11410875,36.11084998,35.24033601,34.05697099,32.96890069,32.27651332,31.69950792,30.81805014,29.92235659,29.03409278,28.58882232,27.90411775,27.2532337,26.7601117
World,WLD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,37.13472634,37.81749403,38.37865129,38.94907018,39.58030939,40.22225051,40.6086077,41.43436895,42.16768267,43.04766527,43.92868432,44.69116417,45.42843325,46.23158148,46.95099428,47.73080394,48.44950079,49.21726501,50.07356063,50.74420722
World,WLD,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,7699.602858,7786.34802,7932.524057,8172.629286,8222.100341,8293.676727,8428.105858,8693.748741,8915.315594,9184.826505,9456.070289,9509.826068,9231.311353,9513.617798,9701.33034,9826.181501,9963.025817,10126.0836,10293.30349,10428.48323
World,WLD,Population growth (annual %),SP.POP.GROW,1.428446404,1.390136166,1.352965989,1.321856141,1.301235713,1.276978906,1.263734592,1.256719349,1.24962056,1.245000896,1.238317375,1.243006517,1.230697735,1.216140751,1.184418979,1.205614744,1.205425482,1.199494021,1.185982676,1.17699227
